city,country,Region_ID,year_2020,year_2021,year_2022,year_2023,year_2024,year_2025,year_2026,year_2027,year_2028,year_2029,year_2030,year_2031,year_2032,year_2033,year_2034,year_2035,year_2036,year_2037,year_2038,year_2039,year_2040,year_2041,year_2042,year_2043,year_2044,year_2045,year_2046,year_2047,year_2048,year_2049,year_2050,year_2051,year_2052,year_2053,year_2054,year_2055,year_2056,year_2057,year_2058,year_2059,year_2060,year_2061,year_2062,year_2063,year_2064,year_2065,year_2066,year_2067,year_2068,year_2069,year_2070,year_2071,year_2072,year_2073,year_2074,year_2075,year_2076,year_2077,year_2078,year_2079,year_2080,year_2081,year_2082,year_2083,year_2084,year_2085,year_2086,year_2087,year_2088,year_2089,year_2090,year_2091,year_2092,year_2093,year_2094,year_2095,year_2096,year_2097,year_2098,year_2099
Tokyo,Japan,JPN.41.R5148cbf71a2651b4,16.0037790075632,15.9949328093377,16.0121461429428,15.9907893076688,15.976513717102199,15.994634477355499,16.017181342313002,16.062254255086998,16.0606136817634,16.0461473205189,16.021903212220302,15.9790950255946,15.9465070287112,15.991414354326698,16.0538006039541,16.1058263337435,16.1706854027076,16.1978202235621,16.2134395593045,16.230397768931198,16.268263762783,16.2960449914214,16.334077281889,16.3880714332285,16.4356748778028,16.4876799861883,16.5215464280224,16.5597030226856,16.5775530165538,16.5953518895297,16.597876890803402,16.6260493990707,16.6459039088437,16.6763392521841,16.708983870882,16.7331977116173,16.768008949697002,16.76064712271,16.7809625577624,16.7652901241683,16.799111762625802,16.7904185167923,16.785935961925002,16.7878398373269,16.8135896133142,16.8399521593783,16.8874883311017,16.90086978699,16.897952273563,16.918855111495,16.957641970195198,16.9784430365287,16.954993556336,16.9343093630759,16.909319050671503,16.9097913171574,16.891827597932597,16.904221825215398,16.928289483143,16.9209758201613,16.8979563724734,16.9135192038243,16.9226168309335,16.9546648629174,16.966086635734,16.949206405891303,16.9358447311062,16.928724860534302,16.9376919641739,16.9404545693582,16.953933958612698,16.9335549401073,16.9248397416202,16.9143620257029,16.891764327764303,16.9210170432314,16.9021940801261,16.9545360045968,16.9262602872235,16.9358454402709
New York,United States,USA.33.1854,13.1782069364557,13.2379088653617,13.272947324657302,13.304286450944801,13.3446434364107,13.4093173324467,13.3816410103559,13.4396725419324,13.4643749283518,13.447052788891899,13.555467571531999,13.5489139940766,13.5778352656849,13.629958937170999,13.6729953106184,13.6423687528705,13.686953672972699,13.743516810519099,13.7786937354789,13.837257033454401,13.945423091594998,13.9871084862339,14.044170115523501,14.106283039470698,14.1803608185938,14.1800266938422,14.218907086206698,14.2621722219304,14.268710245834802,14.293955606776303,14.3730387507428,14.426421176589198,14.434658740191601,14.515240598564802,14.541248170975,14.558947754626802,14.5885413077879,14.6302230434335,14.6584939718836,14.6637221662313,14.6648279584021,14.6884045426266,14.6644281296157,14.6898801294176,14.7048344898905,14.716076042790599,14.713005918352001,14.720740474029698,14.724229816826199,14.722250268030901,14.740823493036402,14.7460187813005,14.754283895775599,14.7231697739054,14.6813122276894,14.659033446538901,14.650023770356901,14.6447475720832,14.686463024042402,14.7507556384951,14.7839334246992,14.7890878566909,14.8050274764012,14.8477936143819,14.8512053400389,14.872601000601803,14.8778079562976,14.9020964136414,14.8992908539257,14.897342303987,14.886388490311901,14.8590612469209,14.854973033993401,14.8534532884869,14.8587688644326,14.856798474042199,14.8576371623668,14.926216252120499,14.9823085117429,14.998997005147901
Mexico City,Mexico,MEX.9.250,17.282306094662,17.3422339582816,17.3523692535072,17.4018466809102,17.4269371708111,17.4533162503222,17.458420218842598,17.4963608300983,17.4980721604025,17.4853733630819,17.5066257805739,17.5323751200385,17.569180018882502,17.5811500256907,17.6032800276786,17.6310091478475,17.6785060467329,17.7100900871354,17.724626752893,17.7667071454988,17.8212314645158,17.838364275073896,17.873437428617002,17.8844704216207,17.9310897325939,17.929964808903602,17.954738273626198,17.950800965191604,17.9910246154812,18.0672707856128,18.0681777205659,18.0809728228942,18.100502876105303,18.14359711489,18.185848745766602,18.208843598747197,18.2448291846329,18.2373802687841,18.283977852895898,18.3249494205643,18.3634660492415,18.425912531415698,18.4448269408335,18.5038809538091,18.567971414006102,18.574832882523697,18.578766535861398,18.563572016306,18.580346991651002,18.585833506486498,18.631774002774197,18.6630683197458,18.6717134572298,18.6712315256498,18.694112734747602,18.703933745578198,18.709433259670398,18.696192848294302,18.702443399759396,18.703449279092897,18.708578232380198,18.721432704321497,18.7534019221408,18.734342804112398,18.718727761770197,18.731301625906802,18.7526183907619,18.766318967479002,18.7791608213525,18.8090723893315,18.8393454600273,18.8171946532232,18.792130602360302,18.785788777939,18.7910557420624,18.8089518320868,18.8358870568573,18.8686322853087,18.886428400484398,18.9622795053061
Mumbai,India,IND.21.317.1249,27.6369266714091,27.658443521188396,27.6758942505402,27.7115278713737,27.716585537775998,27.7424891363715,27.767786985336,27.762290064170898,27.7790391451273,27.793869111588396,27.778474961146102,27.787014152523998,27.8216832103793,27.851778494754,27.8820050692717,27.9102232410145,27.926004306379,27.963178095393502,27.9938339639326,28.000176736129198,28.027190221604098,28.0703567449003,28.095082037361397,28.109247641549,28.1006117886971,28.1099450669409,28.140539424969802,28.159154471325397,28.182472462137103,28.227593958481197,28.239746808138598,28.2402609430617,28.245020255718998,28.263368594175898,28.310245879635502,28.3581308666847,28.395094526543,28.4115147770229,28.4418933074406,28.490924077824303,28.5335142461018,28.573875092083398,28.6076300341214,28.6218340387082,28.6529800431752,28.668772365272197,28.6868059700292,28.6809181814678,28.6864458365542,28.747987898079298,28.7866263292857,28.8048086420162,28.8292753906795,28.834568645769895,28.8217164893919,28.849753103180397,28.842498523379998,28.843556663334304,28.846367133994697,28.8656069425963,28.8648048743218,28.856999969949698,28.873145742804297,28.877613917911,28.8602935415212,28.871881924517897,28.898215261223196,28.9003127588135,28.8880227071846,28.914387298358,28.9087900723312,28.920910448961102,28.9069143293046,28.907707192626,28.9098886579002,28.919617065542802,28.932959662641696,28.929942234233604,28.9334377182686,28.938847582260898
São Paulo,Brazil,BRA.25.5212.R3fd4ed07b36dfd9c,20.976336780143,20.998665169314002,21.0089755592902,21.0507948516068,21.077112135202302,21.0954874602557,21.1377900014111,21.206117578434302,21.193439664505,21.190942498787397,21.2057199505289,21.237441377481,21.275774544673602,21.2871238306854,21.322529995421398,21.3367917855904,21.358326687163103,21.3816654319387,21.4105467716115,21.458975401060897,21.5048211052288,21.5005172647231,21.504775259726202,21.553291008073202,21.605073638839603,21.6494933204578,21.6524582810457,21.6638244200968,21.6917310273354,21.7168222218962,21.7346576845644,21.757709892791,21.768072691909104,21.813571713332802,21.847389284977602,21.885239635225396,21.901030764308,21.9183978371277,21.8972475854208,21.8991199352598,21.929601158224102,21.962556706326104,21.988096846511503,22.0022451470713,22.0379173155866,22.0775847458176,22.098471646783,22.159339347161698,22.1744104818428,22.189418351233396,22.2338704793888,22.244353757536,22.222520864152102,22.2265429354859,22.217244629949104,22.229815287964396,22.205163122366198,22.225433465584302,22.258002437019,22.246943491892,22.283365065321398,22.303878703177098,22.335655183678302,22.338521998224696,22.341375231122697,22.369369715680598,22.366800107552802,22.3421610978222,22.3539285313832,22.3617208145328,22.353403293701202,22.3491715020104,22.3167017284825,22.3299782999297,22.3584472043112,22.3824405669155,22.3975116561056,22.406482893398298,22.414575689419497,22.442439738549105
Delhi,India,IND.10.121.371,25.131683949387103,25.1525209363875,25.135176077364,25.187398770965,25.274199420601697,25.3175390925823,25.362828552688498,25.3631978587686,25.382769532108803,25.389204953673396,25.357880444952503,25.4148133306255,25.4107562895569,25.4436696462855,25.4617209459621,25.462993239522,25.4328103078622,25.4807035868112,25.495764548805298,25.5259797509633,25.4977720269909,25.5034879958319,25.5153995852948,25.542007734358698,25.580240242150303,25.595628233687002,25.5907209080089,25.650772697244502,25.7159585140932,25.756108851149897,25.721923471365198,25.7410340366288,25.7594579290738,25.7590976614018,25.821082936642103,25.9016144298083,25.9499990395053,25.9458000094305,25.9995245644708,26.1104571942698,26.2142410706944,26.340097422859397,26.3944617712643,26.466885596578198,26.5116912917623,26.5467735477222,26.5390117105207,26.5317275521485,26.5121781188273,26.5810708590279,26.597822945633602,26.5749302841224,26.564354830486998,26.542304440505,26.5767517118957,26.6455039848598,26.662490025667,26.681120928701,26.6670269173175,26.6778854914918,26.6470348349534,26.6294805130732,26.604286758604,26.5666754372192,26.537808894595603,26.6032229588381,26.6397537872464,26.641532092669703,26.6958122048608,26.7715590328616,26.823816124661302,26.869108229544896,26.8899154023004,26.8935624160974,26.925471774903603,27.011843119215303,27.068537430507302,27.090542593933602,27.1348816423479,27.132876474402
Shanghai,China,CHN.25.262.1764,16.8673083990736,16.891883965568,16.947518082279597,16.9684289124782,16.9789514159731,16.9846776884049,16.9869719238993,16.9966200502806,16.962820993843902,16.9453279473834,16.9725778660288,16.9521586320018,16.9216854459763,16.9599182014798,17.0090978989351,17.035855074469097,17.1041510435798,17.1508948253481,17.1624411777093,17.1697570391817,17.216185037181198,17.2501696439646,17.2870625064959,17.3257717401738,17.3700703165905,17.4290120372657,17.4918090671859,17.5320587735755,17.5622216202398,17.564652922582198,17.5697674220103,17.6035347430622,17.6050930995665,17.6105175179545,17.6783315317249,17.7078991049857,17.742078017767998,17.772466676776602,17.810787679799,17.8119880760261,17.8549040912759,17.851352940171,17.8645069542113,17.8611945612511,17.9009173330764,17.9581363669356,17.972739547963,17.976754090942602,17.987624251377,18.030129935801803,18.1028442233053,18.1570437403755,18.146790009287,18.146925493162,18.1205557435997,18.1444527772013,18.126263874343,18.1511504813232,18.1612018620817,18.183619930963303,18.1586927745965,18.176752464421302,18.233495656356602,18.23625122171,18.2496388143315,18.252561989765198,18.2571941690126,18.2592699823072,18.2610782155275,18.2468567474666,18.279068773006397,18.2734002606879,18.270656139269303,18.254249218277604,18.247321312514302,18.2700908577769,18.266192852901103,18.267719246792897,18.2370465291285,18.2773399535312
Kolkata,India,IND.35.592.2293,27.170874861901304,27.209438031884304,27.238666835451397,27.280823318150897,27.3067040165229,27.3228077472446,27.3349905166328,27.3180863517715,27.327346547271198,27.3594281265519,27.385610670468502,27.3878549630025,27.436984796758104,27.493855880721398,27.541300680881,27.560777397204,27.585432436462998,27.6241849846592,27.6747713262574,27.716072151027003,27.7471234535207,27.8078916178574,27.825413261361398,27.8948195943638,27.951253109316802,27.9781852179408,27.982830167716898,28.02930473597,28.074668857105603,28.1336990754114,28.1333172437255,28.147832454687702,28.1964588679253,28.2073230759341,28.2453501128171,28.261862728544997,28.263709326503896,28.2580370342937,28.3118844348918,28.3435678968178,28.3788998230056,28.394360174787803,28.4153115375886,28.414484937484303,28.4442913292404,28.496654704690105,28.5253539261825,28.5209362336874,28.5321205489849,28.602383718467102,28.6535951801444,28.690060560040397,28.6988752671374,28.7138875560751,28.7178215220086,28.7373374789443,28.7087388419628,28.7070966797426,28.7453966430922,28.7868861384868,28.800296389208,28.8416601052461,28.8443425345498,28.8262094582863,28.8442305048103,28.903776610977697,28.9477007947958,28.964741489815,28.995379739464102,29.0069887466056,28.990937762354196,28.9868788604864,28.9708725661356,28.957096842671397,28.940905760685602,28.925895531964102,28.928262201261603,28.9103041693292,28.8838676253823,28.8494577316888
Los Angeles,United States,USA.5.202,17.4173866062009,17.402006495722002,17.4454987796166,17.4983003855921,17.545717033926998,17.550777125790997,17.6121297025278,17.702987829084698,17.7529493212996,17.8409600518625,17.8899112921288,17.922703731308,17.984448313367697,18.010583298300602,17.9930169895652,18.0874736695524,18.038697721008898,18.0684486995785,18.1275088025697,18.2144490213668,18.195029396449,18.201688919111103,18.2033379673987,18.1963679221478,18.213196595171603,18.2387606158729,18.2784801243222,18.3303088918375,18.3507075206135,18.3034407684104,18.3321354691884,18.3585606623219,18.385370394400898,18.3468843497447,18.3535545348486,18.327708209914398,18.266699238618102,18.2805650156326,18.3026891062115,18.3338190608963,18.3127099438883,18.309426807140103,18.3499565597967,18.3345891741873,18.3512294904262,18.3539528373869,18.377896939101397,18.3691919859025,18.3712109926073,18.3549779248533,18.347796554448102,18.4035822837979,18.443670772680896,18.540703921393103,18.607033413946603,18.6491665975269,18.698670831837,18.748213154539602,18.7827857183905,18.7645230322323,18.7586580421211,18.702216353824397,18.730428460319104,18.7424310766467,18.7788774618975,18.7817731563003,18.8069444818946,18.7982047111255,18.792354375002,18.7978564428393,18.7390752395103,18.7455491844828,18.7408376523748,18.782655397158102,18.807821241660896,18.8191831556239,18.845008163346897,18.7629413247083,18.729829359430898,18.7073199746064
Dhaka,Bangladesh,BGD.3.9.18.132,26.0947604382465,26.123672011297003,26.146499921335,26.1720516952693,26.1885814073421,26.202749758617898,26.2187641871904,26.2023260509656,26.224766664878302,26.2626268383731,26.314094825152303,26.350340678558002,26.434476647708696,26.5168950468145,26.582664295154398,26.6068279108744,26.6547481630211,26.704699041859197,26.7536650154251,26.7807302644269,26.799979138780603,26.8496033155904,26.871623324073,26.9435623455872,27.000721255724002,27.0176343099508,27.0140417920109,27.053302952515697,27.1105935863407,27.1593377862011,27.1516637424158,27.168760645235402,27.211895212970802,27.229544166072003,27.2723752515378,27.289768214648298,27.2869552069984,27.2663106227603,27.315258511005897,27.323261229607397,27.3420338213806,27.3552094050911,27.379284465033397,27.374584491824198,27.4151971173851,27.4786685722934,27.511803250633896,27.509029483983497,27.5266787856697,27.593046387522502,27.640245366352897,27.688098314907197,27.7056723855004,27.7153510464665,27.732091523116697,27.7783761904925,27.7710323175006,27.777698692289402,27.820386724572803,27.894074276114697,27.9205735868604,27.9762545701997,27.9938203249185,27.9900123083545,28.020487666501797,28.0755321523459,28.1345195158935,28.1604972422232,28.1984086667309,28.194401309623398,28.1646943114321,28.1608399174403,28.1400979052779,28.124749302353,28.1043257532933,28.086654874256702,28.064316263204304,28.038591145440396,27.9945982464069,27.946690193890902
